"ORDER","UNIT","NAME","ID","SEX","EVENT","DATE","STATUS","MOM","INF.NAME"
"2","R","Rhett","RHE","M","START",2008-11-04,"Natal","Roo",""
"3","R","Rhett","RHE","M","Independent",2011-08-01,"Natal","Roo",""
"4","R","Rhett","RHE","M","END",NA,"Natal","Roo",""
"1","unknown","Rhino","RHI","M","DOB",2001-02-09,"","",""
"2","C1","Rhino","RHI","M","Immigration - Adult male",2008-05-07,"Follower","",""
"3","C1","Rhino","RHI","M","START",2008-05-07,"Follower","",""
"4","C1","Rhino","RHI","M","Fission",2008-05-27,"Follower","",""
"6","C1","Rhino","RHI","M","Emigration - Adult male",2008-06-21,"Follower","",""
"5","AMG","Rhino","RHI","M","Joins AMG",2008-06-21,"Bachelor","",""
"N","C1","Rhino","RHI","M","Cyst",2009-04-01,"","",""
"7","C1","Rhino","RHI","M","Immigration - Adult male",2009-04-15,"Follower","",""
"9","C1","Rhino","RHI","M","Emigration - Adult male",2009-06-18,"Follower","",""
"8","AMG","Rhino","RHI","M","Joins AMG",2009-06-18,"Bachelor","",""
"10","T","Rhino","RHI","M","Immigration - Adult male",2010-02-26,"Follower","",""
"12","T","Rhino","RHI","M","Emigration - Adult male",2011-05-19,"Follower","",""
"11","AMG","Rhino","RHI","M","Joins AMG",2011-05-19,"Bachelor","",""
"13","Z","Rhino","RHI","M","Immigration - Adult male",2011-10-20,"Follower","",""
"15","Z","Rhino","RHI","M","Emigration - Adult male",2012-01-11,"Follower","",""
"14","AMG","Rhino","RHI","M","Joins AMG",2012-01-11,"Bachelor","",""
"16","T","Rhino","RHI","M","Immigration - Adult male",2012-06-26,"Follower","",""
"19","T","Rhino","RHI","M","Emigration - Adult male",2012-11-16,"Follower","",""
"18","AMG","Rhino","RHI","M","END",2012-11-16,"Bachelor","",""
"17","AMG","Rhino","RHI","M","Joins AMG",2012-11-16,"Bachelor","",""
"1","R","Rhonda","RHO","F","DOB",1996-07-10,"Natal","",""
"5","R","Rhonda","RHO","F","Birth",2005-12-31,"L","","Roustabout"
"6","R","Rhonda","RHO","F","Takeover",2006-01-31,"L","","Roustabout"
"7","R","Rhonda","RHO","F","START",2006-02-28,"L","","Roustabout"
"8","R","Rhonda","RHO","F","Wean (swell)",2006-09-18,"C","","Roustabout"
"9","R","Rhonda","RHO","F","DOD",2009-07-07,"","",""
"10","R","Rhonda","RHO","F","END",2009-07-07,"","",""
"3","R","Rhonda","RHO","F","Female maturation",NA,"C","",""
"4","R","Rhonda","RHO","F","First Birth",NA,"L","",""
"2","R","Rhonda","RHO","F","Independent",NA,"Natal","",""
"1","R","Rhubarb","RHU","M","DOB",2012-02-07,"Natal","Roo",""
"2","R","Rhubarb","RHU","M","START",2012-02-07,"Natal","Roo",""
"4","R","Rhubarb","RHU","M","END",2013-01-31,"Natal","Roo",""
"5","R","Rhubarb","RHU","M","STOP",2013-01-31,"Natal","Roo",""
"3","R","Rhubarb","RHU","M","Independent",NA,"Natal","Roo",""
"1","R","Rhyme","RHY","M","DOB",2012-07-04,"Natal","Ruby",""
"2","R","Rhyme","RHY","M","START",2012-07-04,"Natal","Ruby",""
"3","R","Rhyme","RHY","M","END",2013-01-31,"Natal","Ruby",""
"5","R","Rhyme","RHY","M","STOP",2013-01-31,"Natal","Ruby",""
"1","R","Ricki","RIC","F","DOB",2001-04-03,"Natal","",""
"4","R","Ricki","RIC","F","Takeover",2006-01-31,"","",""
"5","R","Ricki","RIC","F","START",2006-02-28,"C","",""
"6","R","Ricki","RIC","F","Conception",2007-01-08,"P","","Rikola"
"7","R","Ricki","RIC","F","First Birth",2007-07-10,"L","","Rikola"
"8","R","Ricki","RIC","F","Wean (swell)",2009-02-24,"C","","Rikola"
"9","R","Ricki","RIC","F","Conception",2009-03-29,"P","","Rbt"
"10","R","Ricki","RIC","F","Birth",2009-09-28,"L","","Rbt"
"11","R","Ricki","RIC","F","Wean (swell)",2011-03-05,"C","","Rbt"
"12","R","Ricki","RIC","F","Takeover",2011-06-06,"C","",""
"13","R","Ricki","RIC","F","Conception",2011-12-20,"P","","Ratters"
"14","R","Ricki","RIC","F","Birth",2012-06-21,"L","","Ratters"
"15","R","Ricki","RIC","F","END",2013-01-31,"","",""
"3","R","Ricki","RIC","F","Female maturation",NA,"C","",""
"2","R","Ricki","RIC","F","Independent",NA,"Natal","",""
"1","R","Rikola","RIK","F","DOB",2007-07-10,"Natal","Ricki",""
"2","R","Rikola","RIK","F","Independent",2009-02-24,"Natal","Ricki",""
"3","R","Rikola","RIK","F","Takeover",2011-06-06,"","Ricki",""
"4","R","Rikola","RIK","F","Female maturation",2011-07-27,"C","Ricki",""
"5","R","Rikola","RIK","F","START",2011-07-27,"C","Ricki",""
"7","R","Rikola","RIK","F","END",2013-01-31,"","Ricki",""
"6","R","Rikola","RIK","F","Conception",2013-02-16,"P","Ricki","Rrr"
"8","R","Rikola","RIK","F","First Birth",2013-08-18,"L","Ricki","Rrr"
"2","K","Ringo","RIN","M","START",2014-03-22,"Follower","",""
"4","K","Ringo","RIN","M","Emigration - Adult male",2014-03-24,"Follower","",""
"5","AMG","Ringo","RIN","M","END",2014-03-24,"","",""
"3","AMG","Ringo","RIN","M","Joins AMG",2014-03-24,"Bachelor","",""
"1","unknown","Ringo","RIN","M","DOB",NA,"","",""
"1","R","Rita","RIT","F","DOB",1988-02-07,"Natal","",""
"5","R","Rita","RIT","F","Birth",2004-12-15,"L","","Mosa"
"6","R","Rita","RIT","F","Takeover",2006-01-31,"L","",""
"7","R","Rita","RIT","F","START",2006-02-28,"C","",""
"8","R","Rita","RIT","F","Conception",2006-09-10,"P","","Rasta"
"9","R","Rita","RIT","F","Birth",2007-03-12,"L","","Rasta"
"10","R","Rita","RIT","F","Wean (swell)",2008-05-19,"C","","Rasta"
"11","R","Rita","RIT","F","Conception",2008-07-27,"P","","Boggle"
"12","R","Rita","RIT","F","Birth",2009-01-26,"L","","Boggle"
"13","R","Rita","RIT","F","Conception",2010-04-26,"P","","Ruce"
"14","R","Rita","RIT","F","Wean (swell)",2010-05-14,"C","","Boggle"
"15","R","Rita","RIT","F","Birth",2010-10-26,"L","","Ruce"
"16","R","Rita","RIT","F","Takeover",2011-06-06,"L","","Ruce"
"17","R","Rita","RIT","F","Conception",2011-12-26,"P","","Rupee"
"18","R","Rita","RIT","F","Inf Death",2012-01-25,"C","","Ruce"
"19","R","Rita","RIT","F","Birth",2012-06-27,"L","","Rupee"
"20","R","Rita","RIT","F","END",2013-01-31,"","",""
"3","R","Rita","RIT","F","Female maturation",NA,"C","",""
"4","R","Rita","RIT","F","First Birth",NA,"L","",""
"2","R","Rita","RIT","F","Independent",NA,"Natal","",""
"1","unknown","Robin","ROB","M","DOB",1997-01-21,"","",""
"2","H","Robin","ROB","M","START",2007-02-26,"Follower","",""
"3","H","Robin","ROB","M","Takes over unit",2007-02-26,"Leader","",""
"5","H","Robin","ROB","M","Leader to follower",2007-02-27,"Follower","",""
"4","H","Robin","ROB","M","Overthrown",2007-02-27,"?","",""
"6","H","Robin","ROB","M","Joins AMG",2007-05-24,"Bachelor","",""
"8","H","Robin","ROB","M","DIS",2008-11-10,"","",""
"7","H","Robin","ROB","M","END",2008-11-10,"","",""
"1","unknown","Romulus","ROM","M","DOB",2003-02-18,"","",""
"3","R","Romulus","ROM","M","START",2011-06-06,"Leader","",""
"2","R","Romulus","ROM","M","Takes over unit",2011-06-06,"Leader","",""
"5","R","Romulus","ROM","M","STOP",2013-01-31,"Leader","",""
"4","R","Romulus","ROM","M","END",2013-01-31,"Leader","",""
"1","R","Roo","ROO","F","DOB",2002-07-30,"Natal","",""
"3","R","Roo","ROO","F","START",2007-04-28,"","",""
"4","R","Roo","ROO","F","Female maturation",2007-06-11,"C","",""
"5","R","Roo","ROO","F","Conception",2008-05-05,"P","","Rhett"
"6","R","Roo","ROO","F","First Birth",2008-11-04,"L","","Rhett"
"7","R","Roo","ROO","F","Takeover",2011-06-06,"L","","Rhett"
"8","R","Roo","ROO","F","Wean (swell)",2011-08-01,"C","","Rhett"
"9","R","Roo","ROO","F","Conception",2011-08-02,"P","","Rhubarb"
"10","R","Roo","ROO","F","Birth",2012-02-01,"L","","Rhubarb"
"12","R","Roo","ROO","F","END",2013-01-31,"","",""
"2","R","Roo","ROO","F","Independent",NA,"Natal","",""
"11","R","Roo","ROO","F","Wean (swell)",NA,"C","","Rhubarb"
"1","R","Rosemary","ROS","F","DOB",2012-04-03,"Natal","Roxanne",""
"2","R","Rosemary","ROS","F","START",2012-04-03,"","Roxanne",""
"3","R","Rosemary","ROS","F","END",2013-01-31,"","Roxanne",""
"1","R","Roustabout","ROU","F","DOB",2005-12-31,"Natal","Rhonda",""
"2","R","Roustabout","ROU","F","START",2006-01-01,"","Rhonda",""
"3","R","Roustabout","ROU","F","Takeover",2006-01-31,"","Rhonda",""
"4","R","Roustabout","ROU","F","Independent",2006-09-18,"Natal","Rhonda",""
"5","R","Roustabout","ROU","F","Mom died",2009-07-07,"","",""
"6","R","Roustabout","ROU","F","DOD",NA,"","Rhonda",""
"7","R","Roustabout","ROU","F","END",NA,"","Rhonda",""
"1","R","Roxanne","ROX","F","DOB",2004-12-15,"Natal","Roz",""
"2","R","Roxanne","ROX","F","Takeover",2006-01-31,"","Roz",""
"3","R","Roxanne","ROX","F","Independent",2006-05-23,"Natal","Roz",""
"4","R","Roxanne","ROX","F","Female maturation",2010-09-29,"C","Roz",""
"5","R","Roxanne","ROX","F","START",2010-09-29,"C","Roz",""
"6","R","Roxanne","ROX","F","Takeover",2011-06-06,"C","Roz",""
"7","R","Roxanne","ROX","F","Conception",2011-10-02,"P","Roz","Rosemary"
"8","R","Roxanne","ROX","F","First Birth",2012-04-03,"L","Roz","Rosemary"
"9","R","Roxanne","ROX","F","END",2013-01-31,"","Roz",""
"1","unknown","Royal","ROY","M","DOB",1997-12-10,"","",""
"2","H","Royal","ROY","M","START",2006-01-01,"Leader","",""
"3","H","Royal","ROY","M","Takes over unit",2006-03-28,"Leader","",""
"5","H","Royal","ROY","M","Leader to follower",2007-02-26,"Former leader","",""
"4","H","Royal","ROY","M","Overthrown",2007-02-26,"Former leader","",""
"6","H","Royal","ROY","M","DIS",2008-03-14,"Former leader","",""
"7","H","Royal","ROY","M","END",2008-03-14,"Former leader","",""
"1","R","Roz","ROZ","F","DOB",1994-02-05,"Natal","",""
"5","R","Roz","ROZ","F","Birth",2004-12-15,"L","","Roxanne"
"6","R","Roz","ROZ","F","Takeover",2006-01-31,"","",""
"7","R","Roz","ROZ","F","START",2006-02-28,"L","","Roxanne"
"8","R","Roz","ROZ","F","Wean (swell)",2006-05-23,"C","","Roxanne"
"9","R","Roz","ROZ","F","Conception",2007-07-15,"P","","Thief"
"10","R","Roz","ROZ","F","Birth",2008-01-14,"L","","Thief"
"11","R","Roz","ROZ","F","Wean (swell)",2009-04-28,"C","","Thief"
"12","R","Roz","ROZ","F","Conception",2010-02-24,"P","","Rafiki"
"13","R","Roz","ROZ","F","Birth",2010-08-26,"L","","Rafiki"
"14","R","Roz","ROZ","F","Takeover",2011-06-06,"L","","Rafiki"
"15","R","Roz","ROZ","F","Wean (swell)",2011-07-27,"C","","Rafiki"
"16","R","Roz","ROZ","F","END",2013-01-31,"","",""
"3","R","Roz","ROZ","F","Female maturation",NA,"C","",""
"4","R","Roz","ROZ","F","First Birth",NA,"L","",""
"2","R","Roz","ROZ","F","Independent",NA,"Natal","",""
"1","R","Ruby","RUB","F","DOB",1994-02-05,"Natal","",""
"5","R","Ruby","RUB","F","Takeover",2006-01-31,"","",""
"6","R","Ruby","RUB","F","START",2006-02-28,"C","",""
"7","R","Ruby","RUB","F","Conception",2006-06-05,"P","","Red"
"8","R","Ruby","RUB","F","Birth",2006-12-05,"L","","Red"
"9","R","Ruby","RUB","F","Wean (swell)",2008-05-19,"C","","Red"
"10","R","Ruby","RUB","F","Conception",2009-01-05,"P","","Reese"
"11","R","Ruby","RUB","F","Birth",2009-07-07,"L","","Reese"
"12","R","Ruby","RUB","F","Wean (swell)",2011-04-05,"C","","Reese"
"13","R","Ruby","RUB","F","Takeover",2011-06-06,"C","",""
"14","R","Ruby","RUB","F","Conception",2012-01-03,"P","","Rhyme"
"15","R","Ruby","RUB","F","Birth",2012-07-04,"L","","Rhyme"
"16","R","Ruby","RUB","F","END",2013-01-31,"","",""
"3","R","Ruby","RUB","F","Female maturation",NA,"C","",""
"4","R","Ruby","RUB","F","First Birth",NA,"L","",""
"2","R","Ruby","RUB","F","Independent",NA,"Natal","",""
"1","R","Ruce","RUC","F","DOB",2010-10-26,"Natal","Rita",""
"2","R","Ruce","RUC","F","START",2012-01-25,"","Rita",""
"3","R","Ruce","RUC","F","DOD",2012-01-27,"","Rita",""
"4","R","Ruce","RUC","F","END",2013-01-31,"","Rita",""
"1","unknown","Rufio","RUF","M","DOB",2008-03-20,"","",""
"3","O","Rufio","RUF","M","Immigration - JUV/SA male",2014-09-17,"Pre-adult immigrant","",""
"4","O","Rufio","RUF","M","START",2014-09-17,"Pre-adult immigrant","",""
"5","O","Rufio","RUF","M","END",2014-10-16,"Pre-adult immigrant","",""
"6","O","Rufio","RUF","M","STOP",2014-10-16,"Pre-adult immigrant","",""
"2","unknown","Rufio","RUF","M","Independent",NA,"","",""
"1","R","Rupee","RUP","F","DOB",2012-06-27,"Natal","Rita",""
"2","R","Rupee","RUP","F","START",2012-06-27,"","Rita",""
"3","R","Rupee","RUP","F","END",2013-01-31,"","Rita",""
"1","unknown","Rwanda","RWA","M","DOB",1996-01-04,"","",""
"2","A","Rwanda","RWA","M","START",2006-01-01,"Leader","",""
"4","A","Rwanda","RWA","M","Leader to follower",2009-04-15,"Former leader","",""
"3","A","Rwanda","RWA","M","Overthrown",2009-04-15,"Former leader","",""
"5","A","Rwanda","RWA","M","Emigration - Adult male",2009-05-15,"Bachelor","",""
"6","AMG","Rwanda","RWA","M","Joins AMG",2009-05-15,"Bachelor","",""
"7","A","Rwanda","RWA","M","Immigration - Adult male",2009-05-26,"Former leader","",""
"10","A","Rwanda","RWA","M","DIS",2010-10-21,"Former leader","",""
"9","A","Rwanda","RWA","M","END",2010-10-21,"Former leader","",""
"1","H","Ryder","RYD","M","DOB",2006-12-04,"Natal","Helen",""
"2","H","Ryder","RYD","M","START",2006-12-04,"Natal","Helen",""
"3","H","Ryder","RYD","M","Independent",2008-03-25,"Natal","Helen",""
"4","H","Ryder","RYD","M","END",NA,"Natal","Helen",""
"1","unknown","Saat","SAA","M","DOB",1997-01-03,"","",""
"2","F-old","Saat","SAA","M","START",2006-01-01,"Leader","",""
"3","F-old","Saat","SAA","M","Cyst",2008-02-01,"","",""
"4","F-old","Saat","SAA","M","Leader to follower",2009-06-17,"Former leader","",""
"3","F-old","Saat","SAA","M","Overthrown",2009-06-17,"Former leader","",""
"6","F-old","Saat","SAA","M","STOP",2009-06-17,"Former leader","",""
"5","F-old","Saat","SAA","M","END",2010-07-16,"Former leader","",""
"1","L","Sac","SAC","M","DOB",2005-12-01,"Natal","Lima",""
"2","L","Sac","SAC","M","START",2005-12-01,"Natal","Lima",""
"4","L","Sac","SAC","M","DOD",2007-01-24,"Natal","Lima",""
"5","L","Sac","SAC","M","END",2007-01-24,"Natal","Lima",""
"3","L","Sac","SAC","M","Mom died",2007-01-24,"","",""
"1","S","Sadie","SAD","F","DOB",2008-05-29,"Natal","",""
"2","S","Sadie","SAD","F","END",2010-10-11,"","",""
"1","M","Sardine","SAR","M","DOB",2005-06-15,"Natal","Maxine",""
"2","M","Sardine","SAR","M","START",2006-01-01,"Natal","Maxine",""
"3","M","Sardine","SAR","M","Independent",2007-05-17,"Natal","Maxine",""
"4","M","Sardine","SAR","M","Mom died",2008-10-04,"","",""
"5","M","Sardine","SAR","M","END",NA,"Natal","Maxine",""
"1","S","Sassy","SAS","F","DOB",2004-03-01,"Natal","",""
"4","S","Sassy","SAS","F","Takeover",2010-02-19,"","",""
"5","S","Sassy","SAS","F","START",2010-03-01,"C","",""
"6","S","Sassy","SAS","F","END",2010-10-11,"C","",""
"3","S","Sassy","SAS","F","Female maturation",NA,"C","",""
"2","S","Sassy","SAS","F","Independent",NA,"Natal","",""
"1","unknown","Sawyer","SAW","M","DOB",1999-02-07,"","",""
"2","J","Sawyer","SAW","M","Takes over unit",2007-03-15,"Leader","",""
"3","J","Sawyer","SAW","M","START",2008-04-11,"Leader","",""
"5","J","Sawyer","SAW","M","Leader to follower",2011-03-24,"Former leader","",""
"4","J","Sawyer","SAW","M","Overthrown",2011-03-24,"Former leader","",""
"6","J","Sawyer","SAW","M","Emigration - Adult male",2012-05-27,"Former leader","",""
"7","C1","Sawyer","SAW","M","Immigration - Adult male",2012-05-27,"Former leader","",""
"8","C1","Sawyer","SAW","M","Emigration - Adult male",2012-11-01,"Former leader","",""
"9","J","Sawyer","SAW","M","Immigration - Adult male",2012-11-01,"Former leader","",""
"10","J","Sawyer","SAW","M","Emigration - Adult male",2013-06-06,"Former leader","",""
"11","J","Sawyer","SAW","M","Immigration - Adult male",2013-06-30,"Former leader","",""
"12","J","Sawyer","SAW","M","Emigration - Adult male",2013-07-02,"Former leader","",""
"13","J","Sawyer","SAW","M","Immigration - Adult male",2013-07-27,"Former leader","",""
"14","J","Sawyer","SAW","M","Emigration - Adult male",2013-08-19,"Former leader","",""
"15","J","Sawyer","SAW","M","Immigration - Adult male",2013-08-31,"Former leader","",""
"16","J","Sawyer","SAW","M","Emigration - Adult male",2014-05-29,"Former leader","",""
"17","J","Sawyer","SAW","M","Immigration - Adult male",2014-06-10,"Former leader","",""
"18","J","Sawyer","SAW","M","Emigration - Adult male",2014-07-23,"Former leader","",""
"19","J1","Sawyer","SAW","M","Immigration - Adult male",2014-10-23,"Former leader","",""
"20","J1","Sawyer","SAW","M","DOD",2015-04-18,"Former leader","",""
"21","J1","Sawyer","SAW","M","END",2015-04-18,"Former leader","",""
"1","L","Schmoogie","SCH","M","START",2012-05-27,"Leader","",""
"2","L","Schmoogie","SCH","M","Takes over unit",2012-05-27,"Leader","",""
"3","L","Schmoogie","SCH","M","END",2013-01-31,"Leader","",""
"5","L","Schmoogie","SCH","M","STOP",2013-01-31,"Leader","",""
"4","unknown","Schmoogie","SCH","M","DOB",NA,"","",""
"1","D","Sean","SEA","M","DOB",2007-10-24,"Natal","Debra",""
"2","D","Sean","SEA","M","START",2007-10-24,"Natal","Debra",""
"3","D","Sean","SEA","M","Independent",2008-04-04,"Natal","Debra",""
"4","AMG","Sean","SEA","M","Emigration - JUV/SA male",2014-06-14,"Natal","Debra",""
"5","AMG","Sean","SEA","M","Joins AMG",2014-06-14,"Bachelor","Debra",""
"6","AMG","Sean","SEA","M","Subadult 2",2014-10-01,"Bachelor","Debra",""
"7","OMU","Sean","SEA","M","Emigration - Adult male",2015-06-08,"Leader","Debra",""
"8","OMU","Sean","SEA","M","Takes over unit",2015-06-08,"Leader","Debra",""
"9","","Sean","SEA","M","END",2015-12-26,"","Debra",""
"1","A","Seed","SEE","M","DOB",2006-12-29,"Natal","Apple",""
"2","A","Seed","SEE","M","START",2006-12-29,"Natal","Apple",""
"4","A","Seed","SEE","M","DOD",2007-01-24,"Natal","Apple",""
"5","A","Seed","SEE","M","END",2007-01-24,"Natal","Apple",""
"3","A","Seed","SEE","M","Mom died",2007-01-24,"","",""
"1","unknown","Sega","SEG","M","DOB",2004-08-17,"","",""
"3","M2","Sega","SEG","M","START",2013-08-11,"Leader","",""
"2","M2","Sega","SEG","M","Takes over unit",2013-08-11,"Leader","",""
"4","M2","Sega","SEG","M","END",2015-12-26,"","",""
"1","unknown","Setey","SET","M","DOB",2002-07-25,"","",""
"2","Z2","Setey","SET","M","Immigration - Adult male",2014-07-22,"Follower","",""
"3","Z2","Setey","SET","M","START",2014-07-22,"Follower","",""
"4","Z2","Setey","SET","M","Emigration - Adult male",2014-07-31,"Follower","",""
"5","Z3","Setey","SET","M","Immigration - Adult male",2014-07-31,"Follower","",""
"6","Z3","Setey","SET","M","END",2015-12-26,"","",""
"1","M","Seymore","SEY","M","DOB",2006-05-08,"Natal","Mabel",""
"2","M","Seymore","SEY","M","START",2006-05-08,"Natal","Mabel",""
"3","M","Seymore","SEY","M","Independent",2007-07-13,"Natal","Mabel",""
"4","M","Seymore","SEY","M","Mom died",2009-08-07,"","",""
"5","unknown","Seymore","SEY","M","Emigration - JUV/SA male",2013-01-27,"Natal","Mabel",""
"6","unknown","Seymore","SEY","M","END",2013-01-27,"Natal","Mabel",""
"1","P","Sheno","SHE","M","DOB",2005-06-15,"Natal","Penelope",""
"2","P","Sheno","SHE","M","START",2006-01-01,"Natal","Penelope",""
"3","P","Sheno","SHE","M","DOD",2006-05-30,"Natal","Penelope",""
"4","P","Sheno","SHE","M","END",2006-05-30,"Natal","Penelope",""
"5","P","Shimelis","SHI","M","DOB",1997-09-15,"Natal","",""
"1","P","Shimelis","SHI","M","START",2006-01-01,"Leader","",""
"4","P","Shimelis","SHI","M","END",2008-04-12,"Former leader","",""
"5","P","Shimelis","SHI","M","STOP",2008-04-12,"Former leader","",""
"2","P","Shimelis","SHI","M","Overthrown",NA,"Former leader","",""
"1","unknown","Shmikos","SHM","M","DOB",2003-12-05,"","",""
"3","C3","Shmikos","SHM","M","START",2012-03-22,"Leader","",""
"2","C3","Shmikos","SHM","M","Takes over unit",2012-03-22,"Leader","",""
"4","C3","Shmikos","SHM","M","Emigration - Adult male",2012-04-20,"Follower","",""
"5","C3","Shmikos","SHM","M","Overthrown",2012-04-20,"Former leader","",""
"6","C1","Shmikos","SHM","M","Immigration - Adult male",2012-05-18,"Follower","",""
"9","C1","Shmikos","SHM","M","Emigration - Adult male",2012-11-08,"Follower","",""
"8","AMG","Shmikos","SHM","M","END",2012-11-08,"Bachelor","",""
"7","AMG","Shmikos","SHM","M","Joins AMG",2012-11-08,"Bachelor","",""
"1","S","Sienna","SIE","F","DOB",2002-03-01,"Natal","",""
"5","S","Sienna","SIE","F","Takeover",2010-02-19,"","",""
"6","S","Sienna","SIE","F","START",2010-03-01,"C","",""
"7","S","Sienna","SIE","F","Conception",2010-04-11,"P","","Sbaby"
"8","S","Sienna","SIE","F","Birth",2010-10-11,"L","","Sbaby"
"9","S","Sienna","SIE","F","END",2010-10-11,"","",""
"3","S","Sienna","SIE","F","Female maturation",NA,"C","",""
"4","S","Sienna","SIE","F","First Birth",NA,"L","",""
"2","S","Sienna","SIE","F","Independent",NA,"Natal","",""
"1","S","Simba","SIM","F","DOB",2008-03-01,"Natal","",""
"3","S","Simba","SIM","F","START",2010-03-01,"","",""
"4","S","Simba","SIM","F","Female maturation",2010-04-05,"C","",""
"5","S","Simba","SIM","F","END",2010-10-11,"","",""
"2","S","Simba","SIM","F","Independent",NA,"Natal","",""
"1","unknown","Skyler","SKY","M","DOB",2010-03-05,"Pre-adult immigrant","",""
"2","Q","Skyler","SKY","M","Immigration - JUV/SA male",2014-03-02,"Pre-adult immigrant","",""
"3","Q","Skyler","SKY","M","START",2014-03-06,"Pre-adult immigrant","",""
"4","Q","Skyler","SKY","M","END",2015-12-26,"","",""
"1","S","Smuckers","SMU","F","DOB",2010-02-01,"Natal","Sookie",""
"2","S","Smuckers","SMU","F","Takeover",2010-02-19,"","Sookie",""
"3","S","Smuckers","SMU","F","DOD",2010-03-27,"","Sookie",""
"4","S","Smuckers","SMU","F","END",2010-03-27,"","Sookie",""
"1","H","Snicker","SNI","M","DOB",2008-02-05,"Natal","Hershey",""
"2","H","Snicker","SNI","M","START",2008-02-05,"Natal","Hershey",""
"3","H","Snicker","SNI","M","DOD",2008-03-22,"Natal","Hershey",""
"4","H","Snicker","SNI","M","END",2008-03-22,"Natal","Hershey",""
"2","C1","Snow","SNO","M","Immigration - JUV/SA male",2012-09-04,"Pre-adult immigrant","",""
"3","C1","Snow","SNO","M","START",2012-09-04,"Pre-adult immigrant","",""
"4","C1","Snow","SNO","M","Emigration - JUV/SA male",2012-12-31,"Pre-adult immigrant","",""
"5","C1","Snow","SNO","M","END",2012-12-31,"Pre-adult immigrant","",""
"1","unknown","Snow","SNO","M","DOB",NA,"","",""
"1","L","Soc","SOC","M","DOB",2005-12-01,"Natal","Lamu",""
"2","L","Soc","SOC","M","START",2006-01-01,"Natal","Lamu",""
"3","L","Soc","SOC","M","Independent",2007-08-21,"Natal","Lamu",""
"4","L","Soc","SOC","M","END",NA,"Natal","Lamu",""
"1","unknown","Sol","SOL","M","DOB",2004-12-27,"Natal","",""
"3","B1","Sol","SOL","M","START",2013-04-05,"Leader","",""
"2","B1","Sol","SOL","M","Takes over unit",2013-04-05,"Leader","",""
"4","B1","Sol","SOL","M","END",2015-12-26,"","",""
"1","unknown","Sony","SON","M","DOB",1998-05-01,"","",""
"4","H1","Sony","SON","M","Fission",2008-06-07,"Leader","",""
"3","H","Sony","SON","M","START",2008-06-07,"Leader","",""
"2","H","Sony","SON","M","Takes over unit",2008-06-07,"Leader","",""
"5","H1","Sony","SON","M","END",2013-01-31,"Leader","",""
"6","H1","Sony","SON","M","STOP",2013-01-31,"Leader","",""
"1","S","Sookie","SOO","F","DOB",2000-03-01,"Natal","",""
"5","S","Sookie","SOO","F","Birth",2010-02-01,"L","","Smuckers"
"6","S","Sookie","SOO","F","Takeover",2010-02-19,"L","","Smuckers"
"7","S","Sookie","SOO","F","START",2010-03-01,"L","","Smuckers"
"8","S","Sookie","SOO","F","Inf Death",2010-03-27,"C","","Smuckers"
"9","S","Sookie","SOO","F","END",2010-10-11,"","",""
"3","S","Sookie","SOO","F","Female maturation",NA,"C","",""
"4","S","Sookie","SOO","F","First Birth",NA,"L","",""
"2","S","Sookie","SOO","F","Independent",NA,"Natal","",""
"1","unknown","Spam","SPA","M","DOB",1999-10-25,"","",""
"2","C","Spam","SPA","M","Immigration - Adult male",2008-05-07,"Follower","",""
"3","C","Spam","SPA","M","START",2008-05-07,"Follower","",""
"4","C1","Spam","SPA","M","Fission",2008-05-27,"Follower","",""
"7","C1","Spam","SPA","M","Emigration - Adult male",2008-09-20,"Follower","",""
"5","AMG","Spam","SPA","M","Joins AMG",2008-09-20,"Bachelor","",""
"N","C","Spam","SPA","M","Cyst",2008-10-01,"","",""
"10","AMG","Spam","SPA","M","Joins AMG",2008-10-30,"Bachelor","",""
"9","unknown","Spam","SPA","M","END",2008-10-30,"","",""
"1","L","Spit","SPI","M","DOB",2006-07-18,"Natal","Lippy or Lefty",""
"2","L","Spit","SPI","M","START",2006-07-18,"Natal","Lippy or Lefty",""
"3","L","Spit","SPI","M","DOD",2007-01-24,"Natal","Lippy or Lefty",""
"4","L","Spit","SPI","M","END",2007-01-24,"Natal","Lippy or Lefty",""
"5","L","Spit","SPI","M","Independent",2008-01-28,"Natal","Lippy or Lefty",""
"1","unknown","Spot","SPO","M","DOB",1997-03-22,"","",""
"2","L","Spot","SPO","M","START",2006-02-01,"Leader","",""
"4","L","Spot","SPO","M","Leader to follower",2011-10-30,"Former leader","",""
"3","L","Spot","SPO","M","Overthrown",2011-10-30,"Former leader","",""
"6","L","Spot","SPO","M","END",2012-03-19,"","",""
"7","L","Spot","SPO","M","DIS",2012-03-19,"","",""
"1","F-old","Sprite","SPR","M","DOB",2007-11-24,"Natal","Fantine",""
"2","F-old","Sprite","SPR","M","START",2007-11-24,"Natal","Fantine",""
"3","F-old","Sprite","SPR","M","Independent",2009-04-29,"Natal","Fantine",""
"4","F-old","Sprite","SPR","M","END",NA,"Natal","Fantine",""
"1","M","Stan","STA","M","DOB",2006-08-20,"Natal","Meena",""
"2","M","Stan","STA","M","START",2006-08-20,"Natal","Meena",""
"3","M","Stan","STA","M","Independent",2007-11-09,"Natal","Meena",""
"4","M","Stan","STA","M","END",NA,"Natal","Meena",""
