ORDER,UNIT,NAME,ID,SEX,EVENT,DATE,STATUS,MOM,INF.NAME
1,P,Sheno,SHE,M,DOB,6/15/05,Natal,Penelope,
2,P,Sheno,SHE,M,START,1/1/06,Natal,Penelope,
3,P,Sheno,SHE,M,DOD,5/30/06,Natal,Penelope,
4,P,Sheno,SHE,M,END,5/30/06,Natal,Penelope,
5,P,Shimelis,SHI,M,DOB,9/15/97,Natal,,
1,P,Shimelis,SHI,M,START,1/1/06,Leader,,
4,P,Shimelis,SHI,M,END,4/12/08,Former leader,,
5,P,Shimelis,SHI,M,STOP,4/12/08,Former leader,,
2,P,Shimelis,SHI,M,Overthrown,NA,Former leader,,
1,unknown,Shmikos,SHM,M,DOB,12/5/03,,,
3,C3,Shmikos,SHM,M,START,3/22/12,Leader,,
2,C3,Shmikos,SHM,M,Takes over unit,3/22/12,Leader,,
4,C3,Shmikos,SHM,M,Emigration - Adult male,4/20/12,Follower,,
5,C3,Shmikos,SHM,M,Overthrown,4/20/12,Former leader,,
6,C1,Shmikos,SHM,M,Immigration - Adult male,5/18/12,Follower,,
9,C1,Shmikos,SHM,M,Emigration - Adult male,11/8/12,Follower,,
8,AMG,Shmikos,SHM,M,END,11/8/12,Bachelor,,
7,AMG,Shmikos,SHM,M,Joins AMG,11/8/12,Bachelor,,
1,S,Sienna,SIE,F,DOB,3/1/02,Natal,,
5,S,Sienna,SIE,F,Takeover,2/19/10,,,
6,S,Sienna,SIE,F,START,3/1/10,C,,
7,S,Sienna,SIE,F,Conception,4/11/10,P,,Sbaby
8,S,Sienna,SIE,F,Birth,10/11/10,L,,Sbaby
9,S,Sienna,SIE,F,END,10/11/10,,,
3,S,Sienna,SIE,F,Female maturation,NA,C,,
4,S,Sienna,SIE,F,First Birth,NA,L,,
2,S,Sienna,SIE,F,Independent,NA,Natal,,
1,S,Simba,SIM,F,DOB,3/1/08,Natal,,
3,S,Simba,SIM,F,START,3/1/10,,,
4,S,Simba,SIM,F,Female maturation,4/5/10,C,,
5,S,Simba,SIM,F,END,10/11/10,,,
2,S,Simba,SIM,F,Independent,NA,Natal,,
1,unknown,Skyler,SKY,M,DOB,3/5/10,Pre-adult immigrant,,
2,Q,Skyler,SKY,M,Immigration - JUV/SA male,3/2/14,Pre-adult immigrant,,
3,Q,Skyler,SKY,M,START,3/6/14,Pre-adult immigrant,,
4,Q,Skyler,SKY,M,END,12/26/15,,,
1,S,Smuckers,SMU,F,START,2/1/10,Natal,Sookie,
1,S,Smuckers,SMU,F,DOB,2/1/10,Natal,Sookie,
2,S,Smuckers,SMU,F,Takeover,2/19/10,,Sookie,
3,S,Smuckers,SMU,F,DOD,3/27/10,,Sookie,
4,S,Smuckers,SMU,F,END,3/27/10,,Sookie,
1,H,Snicker,SNI,M,DOB,2/5/08,Natal,Hershey,
2,H,Snicker,SNI,M,START,2/5/08,Natal,Hershey,
3,H,Snicker,SNI,M,DOD,3/22/08,Natal,Hershey,
4,H,Snicker,SNI,M,END,3/22/08,Natal,Hershey,
2,C1,Snow,SNO,M,Immigration - JUV/SA male,9/4/12,Pre-adult immigrant,,
3,C1,Snow,SNO,M,START,9/4/12,Pre-adult immigrant,,
4,C1,Snow,SNO,M,Emigration - JUV/SA male,12/31/12,Pre-adult immigrant,,
5,C1,Snow,SNO,M,END,12/31/12,Pre-adult immigrant,,
1,unknown,Snow,SNO,M,DOB,NA,,,
1,L,Soc,SOC,M,DOB,12/1/05,Natal,Lamu,
2,L,Soc,SOC,M,START,1/1/06,Natal,Lamu,
3,L,Soc,SOC,M,Independent,8/21/07,Natal,Lamu,
4,L,Soc,SOC,M,END,NA,Natal,Lamu,
1,unknown,Sol,SOL,M,DOB,12/27/04,Natal,,
3,B1,Sol,SOL,M,START,4/5/13,Leader,,
2,B1,Sol,SOL,M,Takes over unit,4/5/13,Leader,,
4,B1,Sol,SOL,M,END,12/26/15,,,
1,unknown,Sony,SON,M,DOB,5/1/98,,,
4,H1,Sony,SON,M,Fission,6/7/08,Leader,,
3,H,Sony,SON,M,START,6/7/08,Leader,,
2,H,Sony,SON,M,Takes over unit,6/7/08,Leader,,
5,H1,Sony,SON,M,END,1/31/13,Leader,,
6,H1,Sony,SON,M,STOP,1/31/13,Leader,,
1,S,Sookie,SOO,F,DOB,3/1/00,Natal,,
5,S,Sookie,SOO,F,Birth,2/1/10,L,,Smuckers
6,S,Sookie,SOO,F,Takeover,2/19/10,L,,Smuckers
7,S,Sookie,SOO,F,START,3/1/10,L,,Smuckers
8,S,Sookie,SOO,F,Inf Death,3/27/10,C,,Smuckers
9,S,Sookie,SOO,F,END,10/11/10,,,
3,S,Sookie,SOO,F,Female maturation,NA,C,,
4,S,Sookie,SOO,F,First Birth,NA,L,,
2,S,Sookie,SOO,F,Independent,NA,Natal,,
1,unknown,Spam,SPA,M,DOB,10/25/99,,,
2,C,Spam,SPA,M,Immigration - Adult male,5/7/08,Follower,,
3,C,Spam,SPA,M,START,5/7/08,Follower,,
4,C1,Spam,SPA,M,Fission,5/27/08,Follower,,
7,C1,Spam,SPA,M,Emigration - Adult male,9/20/08,Follower,,
5,AMG,Spam,SPA,M,Joins AMG,9/20/08,Bachelor,,
10,AMG,Spam,SPA,M,Joins AMG,10/30/08,Bachelor,,
9,unknown,Spam,SPA,M,END,10/30/08,,,
1,L,Spit,SPI,M,DOB,7/18/06,Natal,Lippy or Lefty,
2,L,Spit,SPI,M,START,7/18/06,Natal,Lippy or Lefty,
3,L,Spit,SPI,M,DOD,1/24/07,Natal,Lippy or Lefty,
4,L,Spit,SPI,M,END,1/24/07,Natal,Lippy or Lefty,
5,L,Spit,SPI,M,Independent,1/28/08,Natal,Lippy or Lefty,
1,unknown,Spot,SPO,M,DOB,3/22/97,,,
2,L,Spot,SPO,M,START,2/1/06,Leader,,
4,L,Spot,SPO,M,Leader to follower,10/30/11,Former leader,,
3,L,Spot,SPO,M,Overthrown,10/30/11,Former leader,,
6,L,Spot,SPO,M,END,3/19/12,,,
7,L,Spot,SPO,M,DIS,3/19/12,,,
1,F-old,Sprite,SPR,M,DOB,11/24/07,Natal,Fantine,
2,F-old,Sprite,SPR,M,START,11/24/07,Natal,Fantine,
3,F-old,Sprite,SPR,M,Independent,4/29/09,Natal,Fantine,
4,F-old,Sprite,SPR,M,END,NA,Natal,Fantine,
1,M,Stan,STA,M,DOB,8/20/06,Natal,Meena,
2,M,Stan,STA,M,START,8/20/06,Natal,Meena,
3,M,Stan,STA,M,Independent,11/9/07,Natal,Meena,
4,M,Stan,STA,M,END,NA,Natal,Meena,
1,unknown,Sudan,SUD,M,DOB,7/5/95,,,
2,M,Sudan,SUD,M,START,1/1/06,Leader,,
N,M,Sudan,SUD,M,Cyst,2/1/08,,,
4,M,Sudan,SUD,M,END,3/6/08,Former leader,,
3,M,Sudan,SUD,M,Overthrown,3/6/08,Former leader,,
5,M,Sudan,SUD,M,DIS,3/6/08,Former leader,,
1,S,Sugar,SUG,F,DOB,3/1/03,Natal,,
5,S,Sugar,SUG,F,Takeover,2/19/10,,,
6,S,Sugar,SUG,F,START,3/1/10,C,,
N,S,Sugar,SUG,F,Cyst,7/1/10,,,
7,S,Sugar,SUG,F,END,10/11/10,C,,
3,S,Sugar,SUG,F,Female maturation,NA,C,,
4,S,Sugar,SUG,F,First Birth,NA,L,,
2,S,Sugar,SUG,F,Independent,NA,Natal,,
1,S,Sunshine,SUN,F,DOB,3/1/01,Natal,,
5,S,Sunshine,SUN,F,Takeover,2/19/10,,,
6,S,Sunshine,SUN,F,START,3/1/10,C,,
7,S,Sunshine,SUN,F,END,10/11/10,C,,
3,S,Sunshine,SUN,F,Female maturation,NA,C,,
4,S,Sunshine,SUN,F,First Birth,NA,L,,
2,S,Sunshine,SUN,F,Independent,NA,Natal,,
1,S,Sweetpea,SWE,F,DOB,3/1/01,Natal,,
5,S,Sweetpea,SWE,F,Birth,2/1/10,L,,Hunter
6,S,Sweetpea,SWE,F,Takeover,2/19/10,L,,Hunter
7,S,Sweetpea,SWE,F,START,3/1/10,L,,Hunter
8,S,Sweetpea,SWE,F,Inf Death,3/5/10,C,,Hunter
9,S,Sweetpea,SWE,F,END,10/11/10,,,
3,S,Sweetpea,SWE,F,Female maturation,NA,C,,
4,S,Sweetpea,SWE,F,First Birth,NA,L,,
2,S,Sweetpea,SWE,F,Independent,NA,Natal,,
1,T,Tabasco,TAB,M,DOB,9/1/15,Natal,Tater,
2,T,Tabasco,TAB,M,START,9/1/15,Natal,Tater,
3,T,Tabasco,TAB,M,END,12/26/15,,Tater,
1,T,Taffy,TAF,F,DOB,8/17/05,Natal,,
3,T,Taffy,TAF,F,Female maturation,2/13/10,C,,
4,T,Taffy,TAF,F,START,2/13/10,C,,
5,T,Taffy,TAF,F,Takeover,2/26/10,C,,
6,T,Taffy,TAF,F,Conception,9/12/10,P,,Tickle
7,T,Taffy,TAF,F,First Birth,3/14/11,L,,Tickle
8,T,Taffy,TAF,F,Takeover,4/3/12,L,,Tickle
9,T,Taffy,TAF,F,Wean (swell),6/8/12,C,,Tickle
10,T,Taffy,TAF,F,Conception,3/1/13,P,,Tdog
11,T,Taffy,TAF,F,Birth,8/31/13,L,,Tdog
12,T,Taffy,TAF,F,Wean (swell),4/20/15,C,,Tdog
13,T,Taffy,TAF,F,END,12/26/15,,,
2,T,Taffy,TAF,F,Independent,NA,Natal,,
1,T,Tail,TAI,F,DOB,4/8/84,Natal,,
6,T,Tail,TAI,F,Birth,9/2/03,L,,Top
7,T,Tail,TAI,F,Birth,6/15/04,L,,Tweedle
8,T,Tail,TAI,F,Birth,4/18/06,L,,Tess
9,T,Tail,TAI,F,Conception,12/17/06,P,,Tipi
10,T,Tail,TAI,F,START,5/7/07,P,,
11,T,Tail,TAI,F,Birth,6/18/07,L,,Tipi
12,T,Tail,TAI,F,Wean (swell),5/8/09,C,,Tipi
13,T,Tail,TAI,F,Takeover,8/8/09,C,,
14,T,Tail,TAI,F,Takeover,2/26/10,C,,
15,T,Tail,TAI,F,Conception,1/12/11,P,,Tyrone
16,T,Tail,TAI,F,Birth,7/14/11,L,,Tyrone
19,T,Tail,TAI,F,DOD,3/26/12,,,
20,T,Tail,TAI,F,END,3/26/12,,,
17,T,Tail,TAI,F,Inf Death,3/26/12,C,,Tyrone
18,T,Tail,TAI,F,Takeover,3/26/12,,,
5,T,Tail,TAI,F,Birth,NA,L,,Tea
3,T,Tail,TAI,F,Female maturation,NA,C,,
4,T,Tail,TAI,F,First Birth,NA,L,,
2,T,Tail,TAI,F,Independent,NA,Natal,,
1,T,Talisman,TAL,M,DOB,11/1/05,Natal,Trapezoid,
2,T,Talisman,TAL,M,START,4/13/07,Natal,Trapezoid,
3,T,Talisman,TAL,M,Independent,4/16/07,Natal,Trapezoid,
4,T,Talisman,TAL,M,Mom died,7/22/07,Natal,Trapezoid,
5,AMG,Talisman,TAL,M,Emigration - JUV/SA male,12/3/11,Natal,Trapezoid,
6,AMG,Talisman,TAL,M,Joins AMG,12/3/11,Bachelor,Trapezoid,
8,C1,Talisman,TAL,M,Fission,6/1/12,Leader,Trapezoid,
7,C1,Talisman,TAL,M,Takes over unit,6/1/12,Leader,Trapezoid,
10,C5,Talisman,TAL,M,Fusion,9/20/14,Leader,Trapezoid,
9,C4,Talisman,TAL,M,Takes over unit,9/20/14,Leader,Trapezoid,
11,C5,Talisman,TAL,M,END,12/26/15,,Trapezoid,
1,T,Tampin,Tam,F,DOB,11/22/15,Natal,Trudy,
2,T,Tampin,Tam,F,START,11/23/15,Natal,Trudy,
3,T,Tampin,Tam,F,END,12/26/15,,,
1,T,Tangle,TAN,M,DOB,6/15/04,Natal,Trudy,
2,T,Tangle,TAN,M,START,4/13/07,Natal,Trudy,
5,AMG,Tangle,TAN,M,Emigration - JUV/SA male,12/3/11,Natal,Trudy,
4,AMG,Tangle,TAN,M,Joins AMG,12/3/11,Bachelor,Trudy,
6,C1,Tangle,TAN,M,Immigration - Adult male,5/27/12,Follower,Trudy,
7,C1,Tangle,TAN,M,Emigration - Adult male,11/22/12,Follower,Trudy,
9,unknown,Tangle,TAN,M,END,11/22/12,,Trudy,
3,T,Tangle,TAN,M,Independent,NA,Natal,Trudy,
1,unknown,Tao,TAO,M,DOB,5/16/01,,,
2,T,Tao,TAO,M,START,8/8/09,Leader,,
3,T,Tao,TAO,M,Takes over unit,8/8/09,Leader,,
6,T,Tao,TAO,M,END,2/26/10,Leader,,
7,T,Tao,TAO,M,DIS,2/26/10,Leader,,
4,T,Tao,TAO,M,Overthrown,2/26/10,Former leader,,
1,unknown,Tariku,TAR,M,DOB,3/3/98,Leader,,
2,T,Tariku,TAR,M,START,3/1/07,Leader,,
N,T,Tariku,TAR,M,Cyst,5/11/09,,,
4,T,Tariku,TAR,M,Leader to follower,8/8/09,Former leader,,
3,T,Tariku,TAR,M,Overthrown,8/8/09,Former leader,,
5,T,Tariku,TAR,M,DOD,11/5/11,Former leader,,
6,T,Tariku,TAR,M,END,11/5/11,Former leader,,
1,T,Tater,TAT,F,DOB,5/15/07,Natal,Tubby,
2,T,Tater,TAT,F,Independent,5/8/09,Natal,Tubby,
3,T,Tater,TAT,F,Takeover,8/8/09,,Tubby,
4,T,Tater,TAT,F,Takeover,2/26/10,,Tubby,
5,T,Tater,TAT,F,Mom died,7/27/10,,,
6,T,Tater,TAT,F,Female maturation,6/14/11,C,Tubby,
7,T,Tater,TAT,F,START,5/15/07,C,Tubby,
8,T,Tater,TAT,F,Takeover,4/3/12,,Tubby,
9,T,Tater,TAT,F,Conception,8/13/12,P,Tubby,Tot
10,T,Tater,TAT,F,First Birth,2/9/13,L,Tubby,Tot
11,T,Tater,TAT,F,Wean (swell),5/11/14,C,Tubby,Tot
12,T,Tater,TAT,F,Conception,3/5/15,P,Tubby,Tabasco
13,T,Tater,TAT,F,Birth,9/1/15,L,Tubby,Tabasco
14,T,Tater,TAT,F,END,12/26/15,,Tubby,
1,C,Taurus,TAU,M,DOB,1/16/07,Natal,Carmen,
2,C,Taurus,TAU,M,START,1/16/07,Natal,Carmen,
3,C,Taurus,TAU,M,Independent,1/26/08,Natal,Carmen,
4,C,Taurus,TAU,M,Emigration - JUV/SA male,7/20/12,Natal,Carmen,
6,AMG,Taurus,TAU,M,END,7/20/12,Natal,Carmen,
5,AMG,Taurus,TAU,M,Joins AMG,7/20/12,Natal,Carmen,
1,T,Tazo,TAZ,F,DOB,4/27/13,Natal,Tea,
2,T,Tazo,TAZ,F,START,4/27/13,,Tea,
3,T,Tazo,TAZ,F,Independent,5/23/14,Natal,Tea,
4,T,Tazo,TAZ,F,END,12/26/15,,Tea,
1,T,Tdog,TDO,M,DOB,8/13/13,Natal,Taffy,
2,T,Tdog,TDO,M,START,8/13/13,Natal,Taffy,
3,T,Tdog,TDO,M,Independent,4/20/15,Natal,Taffy,
4,T,Tdog,TDO,M,END,12/26/15,,Taffy,
1,T,Tea,TEA,F,DOB,6/4/02,Natal,Tail,
3,T,Tea,TEA,F,Female maturation,4/16/07,C,Tail,
4,T,Tea,TEA,F,START,4/16/07,C,Tail,
5,T,Tea,TEA,F,Conception,3/10/08,P,Tail,Baggins
6,T,Tea,TEA,F,First Birth,9/9/08,L,Tail,Baggins
7,T,Tea,TEA,F,Takeover,8/8/09,L,Tail,Baggins
8,T,Tea,TEA,F,Wean (swell),2/13/10,C,Tail,Baggins
9,T,Tea,TEA,F,Takeover,2/26/10,C,Tail,
10,T,Tea,TEA,F,Conception,5/15/10,P,Tail,Twiggy
11,T,Tea,TEA,F,Birth,11/14/10,L,Tail,Twiggy
12,T,Tea,TEA,F,Mom died,4/1/12,L,Tail,
13,T,Tea,TEA,F,Takeover,4/3/12,L,Tail,
14,T,Tea,TEA,F,Wean (swell),4/16/12,C,Tail,Twiggy
15,T,Tea,TEA,F,Conception,10/27/12,P,Tail,Tazo
16,T,Tea,TEA,F,Birth,4/27/13,L,Tail,Tazo
17,T,Tea,TEA,F,Wean (swell),5/23/14,C,Tail,Tazo
18,T,Tea,TEA,F,Conception,1/20/15,P,Tail,Tybalt
19,T,Tea,TEA,F,Birth,7/19/15,L,Tail,Tybalt
20,T,Tea,TEA,F,END,12/26/15,,Tail,
2,T,Tea,TEA,F,Independent,NA,Natal,Tail,
1,C,Tecate,TEC,M,DOB,9/2/07,Natal,Corona,
2,C,Tecate,TEC,M,START,9/2/07,Natal,Corona,
3,C,Tecate,TEC,M,Independent,1/25/08,Natal,Corona,
4,C1,Tecate,TEC,M,Takeover,2/29/12,Natal,Corona,
5,C1,Tecate,TEC,M,Fusion,8/31/13,Natal,Corona,
6,C1,Tecate,TEC,M,Fission,9/5/13,Natal,Corona,
7,C1,Tecate,TEC,M,Subadult 2,11/15/13,Natal,Corona,
8,C5,Tecate,TEC,M,Fusion,9/20/14,Natal,Corona,
9,C5,Tecate,TEC,M,Emigration - JUV/SA male,1/10/15,Natal,Corona,
10,AMG,Tecate,TEC,M,Joins AMG,1/14/15,Bachelor,Corona,
11,C5,Tecate,TEC,M,Immigration - JUV/SA male,1/26/15,Natal,Corona,
12,C5,Tecate,TEC,M,Emigration - JUV/SA male,5/21/15,Natal,Corona,
13,AMG,Tecate,TEC,M,Joins AMG,5/21/15,Bachelor,Corona,
14,,Tecate,TEC,M,END,12/26/15,,Corona,
1,T,Teeny,TEE,F,DOB,4/11/13,L,Tiny,
2,T,Teeny,TEE,F,START,4/11/13,,Tiny,
4,T,Teeny,TEE,F,DOD,6/11/13,,Tiny,
5,T,Teeny,TEE,F,END,6/11/13,,Tiny,
3,T,Teeny,TEE,F,Mom died,6/11/13,Natal,Tiny,
1,T,Tef,TEF,F,DOB,9/16/95,Natal,,
5,T,Tef,TEF,F,Conception,1/12/07,P,,Gebs
6,T,Tef,TEF,F,START,4/13/07,P,,Gebs
7,T,Tef,TEF,F,Birth,7/14/07,L,,Gebs
9,T,Tef,TEF,F,DOD,9/8/08,,,
10,T,Tef,TEF,F,END,9/8/08,,,
8,T,Tef,TEF,F,Inf Death,9/8/08,C,,Gebs
3,T,Tef,TEF,F,Female maturation,NA,C,,
4,T,Tef,TEF,F,First Birth,NA,L,,
2,T,Tef,TEF,F,Independent,NA,Natal,,
1,T,Tehol,TEH,M,DOB,4/10/13,Natal,Top,
2,T,Tehol,TEH,M,START,4/10/13,Natal,Top,
3,T,Tehol,TEH,M,Independent,5/19/14,Natal,Top,
4,T,Tehol,TEH,M,END,12/26/15,,Top,
1,H,Tekle,TEK,M,DOB,1/15/08,Natal,Himanot,
2,H,Tekle,TEK,M,START,1/15/08,Natal,Himanot,
3,H,Tekle,TEK,M,Takeover,3/26/08,Natal,Himanot,
5,H,Tekle,TEK,M,END,3/27/08,Natal,Himanot,
4,H,Tekle,TEK,M,DOD,3/27/08,Natal,Himanot,
1,T,Telek,TEL,F,DOB,8/18/13,Natal,Trudy,
2,T,Telek,TEL,F,START,8/18/13,Natal,Trudy,
3,T,Telek,TEL,F,Independent,5/18/15,Natal,Trudy,
4,T,Telek,TEL,F,END,12/26/15,,Trudy,
1,T,Tempest,TEM,M,DOB,7/19/11,Natal,TukTuk,
2,T,Tempest,TEM,M,START,7/19/11,Natal,TukTuk,
3,T,Tempest,TEM,M,Independent,10/17/12,Natal,TukTuk,
4,T,Tempest,TEM,M,END,12/26/15,,,
1,T,Tenesh,TEN,M,DOB,9/19/13,Natal,Thandi,
2,T,Tenesh,TEN,M,START,9/19/13,Natal,Thandi,
4,T,Tenesh,TEN,M,Independent,9/5/14,Natal,Thandi,
3,T,Tenesh,TEN,M,Mom died,9/5/14,Natal,Thandi,
5,T,Tenesh,TEN,M,END,12/26/15,,Thandi,
1,unknown,Tequila,TEQ,M,DOB,9/23/00,,,
2,AMG,Tequila,TEQ,M,START,10/5/10,Bachelor,,
3,C1,Tequila,TEQ,M,Takes over unit,3/23/11,Leader,,
6,C1,Tequila,TEQ,M,Emigration - Adult male,12/2/11,Former leader,,
4,AMG,Tequila,TEQ,M,Joins AMG,12/2/11,Bachelor,,
5,C1,Tequila,TEQ,M,Overthrown,12/2/11,Former leader,,
7,C1,Tequila,TEQ,M,Takes over unit,5/21/12,Bachelor,,
8,C1,Tequila,TEQ,M,Leader to follower,5/29/12,Follower,,
9,C1,Tequila,TEQ,M,Overthrown,5/29/12,Former leader,,
10,C1,Tequila,TEQ,M,Emigration - Adult male,1/25/13,Bachelor,,
11,AMG,Tequila,TEQ,M,Joins AMG,1/25/13,Bachelor,,
12,C4,Tequila,TEQ,M,Immigration - Adult male,5/15/13,Follower,,
13,C4,Tequila,TEQ,M,Emigration - Adult male,5/18/13,Follower,,
14,unknown,Tequila,TEQ,M,END,5/18/13,,,
1,T,Tess,TES,F,DOB,4/18/06,Natal,Tail,
3,T,Tess,TES,F,Takeover,8/8/09,,Tail,
4,T,Tess,TES,F,Female maturation,10/8/09,C,Tail,
5,T,Tess,TES,F,START,8/8/09,C,Tail,
6,T,Tess,TES,F,Takeover,2/26/10,C,Tail,
7,T,Tess,TES,F,Conception,12/29/10,P,Tail,Horatio
8,T,Tess,TES,F,First Birth,7/1/11,L,Tail,Horatio
9,T,Tess,TES,F,Mom died,4/1/12,L,Tail,Horatio
10,T,Tess,TES,F,Takeover,4/3/12,L,Tail,Horatio
11,T,Tess,TES,F,Wean (swell),4/17/12,C,Tail,Horatio
12,T,Tess,TES,F,Conception,1/31/14,P,Tail,Trouble
13,T,Tess,TES,F,Birth,8/2/14,L,Tail,Trouble
14,T,Tess,TES,F,Inf Death,8/5/14,C,Tail,Trouble
15,T,Tess,TES,F,Conception,9/26/14,P,Tail,Tibs
16,T,Tess,TES,F,Birth,3/25/15,L,Tail,Tibs
17,T,Tess,TES,F,END,12/26/15,,Tail,
2,T,Tess,TES,F,Independent,NA,Natal,Tail,
1,T,Thandi,THA,F,DOB,11/16/07,Natal,Tripod,
3,T,Thandi,THA,F,Mom died,4/1/09,,,
4,T,Thandi,THA,F,Takeover,8/8/09,,Tripod,
5,T,Thandi,THA,F,Takeover,2/26/10,,Tripod,
6,T,Thandi,THA,F,START,4/1/09,P,Tripod,
7,T,Thandi,THA,F,Takeover,4/3/12,,Tripod,
8,T,Thandi,THA,F,Female maturation,7/17/12,C,Tripod,
9,T,Thandi,THA,F,Conception,3/20/13,P,Tripod,Tenesh
10,T,Thandi,THA,F,First Birth,9/19/13,L,Tripod,Tenesh
11,T,Thandi,THA,F,DOD,9/8/14,,,
12,T,Thandi,THA,F,END,9/8/14,,,
2,T,Thandi,THA,F,Independent,NA,Natal,Tripod,
1,T,Theo,THE,M,DOB,3/1/05,Natal,Tubby,
2,T,Theo,THE,M,START,1/1/06,Natal,Tubby,
3,T,Theo,THE,M,Mom died,7/27/10,,,
4,AMG,Theo,THE,M,Emigration - JUV/SA male,12/3/11,Natal,Tubby,
6,AMG,Theo,THE,M,END,12/3/11,Natal,Tubby,
5,AMG,Theo,THE,M,Joins AMG,12/3/11,Natal,Tubby,
1,R,Thief,THI,M,DOB,1/14/08,Natal,Roz,
2,R,Thief,THI,M,START,1/14/08,Natal,Roz,
3,R,Thief,THI,M,Independent,4/28/09,Natal,Roz,
4,R,Thief,THI,M,END,NA,Natal,Roz,
1,T,Thumper,THU,F,DOB,8/5/09,Natal,Top,
2,T,Thumper,THU,F,Takeover,8/8/09,,Top,
3,T,Thumper,THU,F,Independent,2/18/10,Natal,Top,
4,T,Thumper,THU,F,Takeover,2/26/10,,Top,
5,T,Thumper,THU,F,START,8/5/09,,Top,
6,T,Thumper,THU,F,Takeover,4/3/12,,Top,
7,T,Thumper,THU,F,Female maturation,4/20/14,C,Top,
8,T,Thumper,THU,F,Conception,1/13/15,P,Top,Treebeard
9,T,Thumper,THU,F,First Birth,7/12/15,L,Top,Treebeard
10,T,Thumper,THU,F,END,12/26/15,,Top,
1,C,Thyme,THY,M,DOB,12/13/07,Natal,Coo,
2,C,Thyme,THY,M,START,12/13/07,Natal,Coo,
3,C,Thyme,THY,M,Independent,3/19/08,Natal,Coo,
4,C1,Thyme,THY,M,Fission,4/19/08,Natal,Coo,
5,C1,Thyme,THY,M,DOD,2/23/09,Natal,Coo,
6,C1,Thyme,THY,M,END,2/23/09,Natal,Coo,
1,T,Tibs,TIB,F,DOB,3/25/15,Natal,Tess,
2,T,Tibs,TIB,F,START,3/25/15,Natal,Tess,
3,T,Tibs,TIB,F,END,12/26/15,,,
1,T,Tickle,TIC,F,DOB,3/14/11,Natal,Taffy,
2,T,Tickle,TIC,F,START,10/20/11,,Taffy,
3,T,Tickle,TIC,F,Takeover,4/3/12,,Taffy,
4,T,Tickle,TIC,F,Independent,6/8/12,Natal,Taffy,
5,T,Tickle,TIC,F,END,12/26/15,,Taffy,
1,unknown,Tigabu,TIG,M,DOB,4/10/99,,,
2,M,Tigabu,TIG,M,Immigration - Adult male,3/6/08,Follower,,
3,M,Tigabu,TIG,M,START,3/6/08,Follower,,
4,M,Tigabu,TIG,M,DIS,7/1/08,Follower,,
5,unknown,Tigabu,TIG,M,END,7/1/08,Follower,,
1,T,Tiny,TIN,F,DOB,6/16/94,Natal,,
5,T,Tiny,TIN,F,START,4/13/07,C,,
6,T,Tiny,TIN,F,Conception,9/28/07,P,,GOB
7,T,Tiny,TIN,F,Birth,3/29/08,L,,GOB
8,T,Tiny,TIN,F,Takeover,8/8/09,L,,GOB
9,T,Tiny,TIN,F,Takeover,2/26/10,L,,GOB
10,T,Tiny,TIN,F,Wean (swell),4/5/10,C,,GOB
11,T,Tiny,TIN,F,Conception,3/6/11,P,,Pterodactyl
12,T,Tiny,TIN,F,Birth,9/5/11,L,,Pterodactyl
13,T,Tiny,TIN,F,Takeover,4/3/12,L,,
14,T,Tiny,TIN,F,Inf Death,8/1/12,C,,Pterodactyl
15,T,Tiny,TIN,F,Conception,10/13/12,C,,Teeny
16,T,Tiny,TIN,F,Birth,4/11/13,L,,Teeny
18,T,Tiny,TIN,F,DOD,6/11/13,L,,
19,T,Tiny,TIN,F,END,6/11/13,,,
17,T,Tiny,TIN,F,Inf Death,6/11/13,L,,Teeny
3,T,Tiny,TIN,F,Female maturation,NA,C,,
4,T,Tiny,TIN,F,First Birth,NA,L,,
2,T,Tiny,TIN,F,Independent,NA,Natal,,
1,T,Tipi,TIP,F,DOB,6/18/07,Natal,Tail,
2,T,Tipi,TIP,F,Independent,5/8/09,Natal,Tail,
3,T,Tipi,TIP,F,Takeover,8/8/09,,Tail,
4,T,Tipi,TIP,F,Takeover,2/26/10,,Tail,
5,T,Tipi,TIP,F,START,6/18/07,,Tail,
6,T,Tipi,TIP,F,Female maturation,9/7/11,C,Tail,
7,T,Tipi,TIP,F,Conception,1/14/12,P,Tail,Ttt
8,T,Tipi,TIP,F,Mom died,4/1/12,,,
9,T,Tipi,TIP,F,Takeover,4/3/12,C,Tail,
10,T,Tipi,TIP,F,First Birth,7/16/13,L,Tail,Ttt
11,T,Tipi,TIP,F,Inf Death,8/5/13,C,Tail,Ttt
12,T,Tipi,TIP,F,Conception,1/11/14,P,Tail,Todd
13,T,Tipi,TIP,F,Birth,7/13/14,L,Tail,Todd
14,T,Tipi,TIP,F,END,12/26/15,,Tail,
1,T,Tiramisu,TIR,F,DOB,10/31/11,Natal,Top,
2,T,Tiramisu,TIR,F,START,10/31/11,,Top,
4,T,Tiramisu,TIR,F,Takeover,4/3/12,,Top,
3,T,Tiramisu,TIR,F,Independent,4/16/12,Natal,Top,
5,T,Tiramisu,TIR,F,DOD,11/3/12,,Top,
6,T,Tiramisu,TIR,F,END,11/3/12,,Top,
1,V,Toadkiller Dog,TOA,M,DOB,12/20/11,Natal,Valerie,
2,V,Toadkiller Dog,TOA,M,START,12/20/11,Natal,Valerie,
3,V,Toadkiller Dog,TOA,M,Independent,4/15/14,Natal,Valerie,
